Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom_Complert,Nascut_a_Espanya,Salari numeric,naixament,Edat,increment,Salari actualitzat
Laia,Martínez Sánchez,Espanya,Madrid,14,6,1961,Dona,2.596 €,No,Grup D,Laia Martínez Sánchez,Sí,2596,1961-06-14,64,8%,2803.68
Clara,Ferrer,Espanya,Madrid,17,7,1990,Dona,2.679 €,No,Grup D,Clara Ferrer,Sí,2679,1990-07-17,35,8%,2893.32
Eva,Sánchez,Espanya,Madrid,9,9,1992,Dona,2.885 €,Sí,Grup D,Eva Sánchez,Sí,2885,1992-09-09,33,8%,3115.8
Carla,Martínez,Espanya,Madrid,21,3,1973,Dona,2.850 €,No,Grup D,Carla Martínez,Sí,2850,1973-03-21,52,8%,3078.0
Núria,Sánchez Castells,Espanya,Madrid,12,5,1981,,2.742 €,No,Grup D,Núria Sánchez Castells,Sí,2742,1981-05-12,44,8%,2961.36
Pau,Martínez López,Espanya,Madrid,3,11,2000,Home,2.785 €,Sí,Grup D,Pau Martínez López,Sí,2785,2000-11-03,24,8%,3007.8
Pau,García Romero,Espanya,Madrid,27,12,1983,Home,2.821 €,No,Grup D,Pau García Romero,Sí,2821,1983-12-27,41,8%,3046.68
Pau,García,Espanya,Madrid,11,3,1976,,2.910 €,No,Grup D,Pau García,Sí,2910,1976-03-11,49,8%,3142.8
Jordi,López,Espanya,Madrid,25,6,1995,Home,3.258 €,No,Grup D,Jordi López,Sí,3258,1995-06-25,30,8%,3518.64
Clara,Sánchez,Espanya,Madrid,1,10,2002,Altres,3.142 €,Sí,Grup D,Clara Sánchez,Sí,3142,2002-10-01,23,8%,3393.36
Laia,López Castells,Espanya,Madrid,13,8,1971,,2.615 €,Sí,Grup D,Laia López Castells,Sí,2615,1971-08-13,54,8%,2824.2
Oriol,López Castells,Espanya,Madrid,14,4,1987,Home,3.356 €,No,Grup D,Oriol López Castells,Sí,3356,1987-04-14,38,8%,3624.48
Oriol,Ferrer,Espanya,Madrid,12,3,1995,Home,3.257 €,Sí,Grup D,Oriol Ferrer,Sí,3257,1995-03-12,30,8%,3517.56
Marta,López,Espanya,Madrid,9,7,2004,Dona,2.765 €,No,Grup D,Marta López,Sí,2765,2004-07-09,21,8%,2986.2
Marc,Martínez,Espanya,Sevilla,1,8,1977,Home,3.040 €,No,Grup D,Marc Martínez,Sí,3040,1977-08-01,48,8%,3283.2
Carla,López Ferrer,Espanya,Sevilla,4,9,1962,Dona,2.861 €,No,Grup D,Carla López Ferrer,Sí,2861,1962-09-04,63,8%,3089.88
Marc,López,Espanya,Sevilla,8,2,1987,,2.969 €,No,Grup D,Marc López,Sí,2969,1987-02-08,38,8%,3206.52
Clara,García Martínez,Espanya,Sevilla,2,9,1986,Dona,2.396 €,No,Grup D,Clara García Martínez,Sí,2396,1986-09-02,39,8%,2587.68
Joan,Martínez Romero,Espanya,Sevilla,4,7,1971,Home,2.975 €,No,Grup D,Joan Martínez Romero,Sí,2975,1971-07-04,54,8%,3213.0
Toni,López,Espanya,Sevilla,10,3,1989,Home,2.882 €,No,Grup D,Toni López,Sí,2882,1989-03-10,36,8%,3112.56
Anna,Sánchez Castells,Espanya,Sevilla,1,2,1960,Dona,2.630 €,No,Grup D,Anna Sánchez Castells,Sí,2630,1960-02-01,65,8%,2840.4
Arnau,Sánchez García,Espanya,València,24,2,1978,Home,3.283 €,No,Grup D,Arnau Sánchez García,Sí,3283,1978-02-24,47,8%,3545.64
Arnau,Castells Sánchez,Espanya,València,17,4,1998,Home,2.791 €,No,Grup D,Arnau Castells Sánchez,Sí,2791,1998-04-17,27,8%,3014.28
Arnau,Ferrer,Espanya,València,24,3,1990,Altres,2.605 €,Sí,Grup D,Arnau Ferrer,Sí,2605,1990-03-24,35,8%,2813.4
Joan,Martínez Sánchez,Espanya,València,18,2,1986,Home,3.318 €,Sí,Grup D,Joan Martínez Sánchez,Sí,3318,1986-02-18,39,8%,3583.44
Carla,Sánchez,Espanya,València,6,3,1957,Dona,2.951 €,Sí,Grup D,Carla Sánchez,Sí,2951,1957-03-06,68,8%,3187.08
Clara,López,Espanya,València,17,2,1951,Dona,2.917 €,Sí,Grup D,Clara López,Sí,2917,1951-02-17,74,8%,3150.36
Clara,Romero,Espanya,València,4,1,1974,Dona,3.021 €,Sí,Grup D,Clara Romero,Sí,3021,1974-01-04,51,8%,3262.68
Arnau,López Martínez,Espanya,València,24,1,1970,Home,3.253 €,Sí,Grup D,Arnau López Martínez,Sí,3253,1970-01-24,55,8%,3513.24
Joan,Martínez Ferrer,Espanya,València,12,3,1964,Home,2.905 €,No,Grup D,Joan Martínez Ferrer,Sí,2905,1964-03-12,61,8%,3137.4
Clara,López Castells,Espanya,València,9,4,1982,Dona,3.002 €,No,Grup D,Clara López Castells,Sí,3002,1982-04-09,43,8%,3242.16
Michel,Lefevre,França,París,21,8,1974,Home,2.661 €,No,Grup D,Michel Lefevre,No,2661,1974-08-21,51,8%,2873.88
Michel,Girard Dubois,França,París,9,8,1970,Home,2.973 €,No,Grup D,Michel Girard Dubois,No,2973,1970-08-09,55,8%,3210.84
Giovanni,Rossi Russo,Itàlia,Torí,10,12,2000,Home,2.864 €,Sí,Grup D,Giovanni Rossi Russo,No,2864,2000-12-10,24,8%,3093.12
Amina,Bennani,Marroc,Casablanca,22,10,2004,Dona,2.948 €,Sí,Grup D,Amina Bennani,No,2948,2004-10-22,21,8%,3183.84
María,Cruz,Mèxic,Ciutat de Mèxic,14,3,1958,Dona,2.653 €,Sí,Grup D,María Cruz,No,2653,1958-03-14,67,8%,2865.24
Maria,Silva Oliveira,Portugal,Lisboa,4,9,1993,,2.894 €,No,Grup D,Maria Silva Oliveira,No,2894,1993-09-04,32,8%,3125.52
Beatriz,Ferreira Pereira,Portugal,Lisboa,25,10,2004,Dona,2.376 €,Sí,Grup D,Beatriz Ferreira Pereira,No,2376,2004-10-25,20,8%,2566.08
