Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom_Complert,Nascut_a_Espanya,Salari numeric,naixament,Edat,increment,Salari actualitzat
Carla,Ferrer,Espanya,Barcelona,17,12,1963,Dona,1.928 €,Sí,Grup C,Carla Ferrer,Sí,1928,1963-12-17,61,2%,1966.56
Jordi,Sánchez,Espanya,Barcelona,1,3,1976,Home,1.761 €,No,Grup C,Jordi Sánchez,Sí,1761,1976-03-01,49,2%,1796.22
Jordi,Martínez Sánchez,Espanya,Barcelona,12,12,1970,Home,2.662 €,Sí,Grup C,Jordi Martínez Sánchez,Sí,2662,1970-12-12,54,2%,2715.24
Arnau,Martínez López,Espanya,Barcelona,5,9,1979,Home,2.294 €,No,Grup C,Arnau Martínez López,Sí,2294,1979-09-05,46,2%,2339.88
Joan,Romero,Espanya,Barcelona,8,1,1985,Home,2.390 €,No,Grup C,Joan Romero,Sí,2390,1985-01-08,40,2%,2437.8
Marc,Castells,Espanya,Barcelona,15,6,1952,Home,2.607 €,Sí,Grup C,Marc Castells,Sí,2607,1952-06-15,73,2%,2659.14
Toni,Castells,Espanya,Barcelona,20,10,1984,Home,1.832 €,No,Grup C,Toni Castells,Sí,1832,1984-10-20,41,2%,1868.64
Jordi,García,Espanya,Barcelona,23,5,1984,Home,1.699 €,Sí,Grup C,Jordi García,Sí,1699,1984-05-23,41,2%,1732.98
Marta,Martínez Martínez,Espanya,Bilbao,23,8,1995,,2.007 €,No,Grup C,Marta Martínez Martínez,Sí,2007,1995-08-23,30,2%,2047.14
Núria,Castells,Espanya,Bilbao,14,11,1960,,2.800 €,Sí,Grup C,Núria Castells,Sí,2800,1960-11-14,64,2%,2856.0
Marc,Sánchez López,Espanya,Bilbao,6,8,1990,Home,1.987 €,No,Grup C,Marc Sánchez López,Sí,1987,1990-08-06,35,2%,2026.74
Toni,García,Espanya,Bilbao,28,10,1998,Home,2.714 €,Sí,Grup C,Toni García,Sí,2714,1998-10-28,26,2%,2768.28
Eva,Castells García,Espanya,Bilbao,18,3,1993,Dona,2.628 €,No,Grup C,Eva Castells García,Sí,2628,1993-03-18,32,2%,2680.56
Pau,Ferrer López,Espanya,Bilbao,22,11,1960,Home,2.570 €,Sí,Grup C,Pau Ferrer López,Sí,2570,1960-11-22,64,2%,2621.4
Marc,Romero Romero,Espanya,Bilbao,8,8,1959,Home,2.180 €,Sí,Grup C,Marc Romero Romero,Sí,2180,1959-08-08,66,2%,2223.6
Oriol,Romero Sánchez,Espanya,Bilbao,6,2,1997,Home,2.788 €,Sí,Grup C,Oriol Romero Sánchez,Sí,2788,1997-02-06,28,2%,2843.76
Toni,López,Espanya,Bilbao,26,1,1998,Home,1.862 €,No,Grup C,Toni López,Sí,1862,1998-01-26,27,2%,1899.24
Eva,Sánchez Castells,Espanya,Bilbao,23,9,1987,Dona,2.616 €,Sí,Grup C,Eva Sánchez Castells,Sí,2616,1987-09-23,38,2%,2668.32
Núria,Martínez Ferrer,Espanya,Bilbao,27,3,1965,Dona,2.293 €,No,Grup C,Núria Martínez Ferrer,Sí,2293,1965-03-27,60,2%,2338.86
Marc,Castells,Espanya,Bilbao,11,9,1984,Home,1.844 €,No,Grup C,Marc Castells,Sí,1844,1984-09-11,41,2%,1880.88
Marta,López,Espanya,Bilbao,2,9,1954,Altres,1.922 €,Sí,Grup C,Marta López,Sí,1922,1954-09-02,71,2%,1960.44
Marc,Martínez Sánchez,Espanya,Bilbao,21,12,1965,Home,2.247 €,Sí,Grup C,Marc Martínez Sánchez,Sí,2247,1965-12-21,59,2%,2291.94
Toni,Sánchez Romero,Espanya,Bilbao,18,12,1952,Home,2.034 €,No,Grup C,Toni Sánchez Romero,Sí,2034,1952-12-18,72,2%,2074.68
Laia,Sánchez Romero,Espanya,Bilbao,4,12,1960,Dona,2.060 €,Sí,Grup C,Laia Sánchez Romero,Sí,2060,1960-12-04,64,2%,2101.2
Jordi,Romero García,Espanya,Bilbao,5,12,1978,Home,1.948 €,Sí,Grup C,Jordi Romero García,Sí,1948,1978-12-05,46,2%,1986.96
Toni,López García,Espanya,Bilbao,23,2,1976,Home,2.485 €,No,Grup C,Toni López García,Sí,2485,1976-02-23,49,2%,2534.7
Joan,Ferrer García,Espanya,Bilbao,5,5,1995,Home,2.856 €,Sí,Grup C,Joan Ferrer García,Sí,2856,1995-05-05,30,2%,2913.12
Toni,Romero Ferrer,Espanya,Bilbao,13,12,1970,Home,2.346 €,No,Grup C,Toni Romero Ferrer,Sí,2346,1970-12-13,54,2%,2392.92
Jordi,Castells López,Espanya,Bilbao,12,2,1961,Home,2.360 €,Sí,Grup C,Jordi Castells López,Sí,2360,1961-02-12,64,2%,2407.2
Joan,Romero García,Espanya,Bilbao,25,1,1954,Home,2.016 €,No,Grup C,Joan Romero García,Sí,2016,1954-01-25,71,2%,2056.32
Joan,López García,Espanya,Bilbao,21,11,1987,Home,2.629 €,No,Grup C,Joan López García,Sí,2629,1987-11-21,37,2%,2681.58
Clara,Romero López,Espanya,Bilbao,11,1,1955,Altres,2.371 €,Sí,Grup C,Clara Romero López,Sí,2371,1955-01-11,70,2%,2418.42
Laia,López,Espanya,Madrid,11,7,1964,,2.063 €,Sí,Grup C,Laia López,Sí,2063,1964-07-11,61,2%,2104.26
Pau,Sánchez,Espanya,Madrid,8,10,2001,Home,2.091 €,No,Grup C,Pau Sánchez,Sí,2091,2001-10-08,24,2%,2132.82
Marc,García,Espanya,Madrid,19,10,1955,Home,2.176 €,Sí,Grup C,Marc García,Sí,2176,1955-10-19,70,2%,2219.52
Pau,Romero Romero,Espanya,Madrid,6,12,1988,Home,2.722 €,No,Grup C,Pau Romero Romero,Sí,2722,1988-12-06,36,2%,2776.44
Arnau,Castells Castells,Espanya,Madrid,7,11,1963,Home,2.157 €,No,Grup C,Arnau Castells Castells,Sí,2157,1963-11-07,61,2%,2200.14
Arnau,Romero,Espanya,Madrid,26,6,1985,Home,2.736 €,No,Grup C,Arnau Romero,Sí,2736,1985-06-26,40,2%,2790.72
Clara,Romero,Espanya,Madrid,5,12,1986,Dona,2.543 €,No,Grup C,Clara Romero,Sí,2543,1986-12-05,38,2%,2593.86
Eva,García Martínez,Espanya,Madrid,10,7,1965,Dona,1.994 €,Sí,Grup C,Eva García Martínez,Sí,1994,1965-07-10,60,2%,2033.88
Marc,Castells,Espanya,Madrid,28,11,1976,Home,2.217 €,No,Grup C,Marc Castells,Sí,2217,1976-11-28,48,2%,2261.34
Carla,Romero,Espanya,Madrid,8,11,1991,Dona,2.517 €,Sí,Grup C,Carla Romero,Sí,2517,1991-11-08,33,2%,2567.34
Arnau,Ferrer Sánchez,Espanya,Madrid,17,7,1964,Home,2.311 €,No,Grup C,Arnau Ferrer Sánchez,Sí,2311,1964-07-17,61,2%,2357.22
Laia,García García,Espanya,Madrid,8,12,1972,Dona,2.225 €,Sí,Grup C,Laia García García,Sí,2225,1972-12-08,52,2%,2269.5
Oriol,López Martínez,Espanya,Madrid,17,3,1978,Home,2.283 €,Sí,Grup C,Oriol López Martínez,Sí,2283,1978-03-17,47,2%,2328.66
Marta,López,Espanya,Madrid,16,7,2001,Dona,1.963 €,Sí,Grup C,Marta López,Sí,1963,2001-07-16,24,2%,2002.26
Pau,Sánchez Martínez,Espanya,Madrid,2,3,1981,Home,2.510 €,Sí,Grup C,Pau Sánchez Martínez,Sí,2510,1981-03-02,44,2%,2560.2
Jordi,López,Espanya,Madrid,27,4,1996,Home,2.843 €,Sí,Grup C,Jordi López,Sí,2843,1996-04-27,29,2%,2899.86
Arnau,García Romero,Espanya,Madrid,13,12,1970,Home,2.316 €,No,Grup C,Arnau García Romero,Sí,2316,1970-12-13,54,2%,2362.32
Marc,Castells,Espanya,Madrid,3,8,1978,Home,1.744 €,No,Grup C,Marc Castells,Sí,1744,1978-08-03,47,2%,1778.88
Joan,López,Espanya,Sevilla,13,10,1964,Home,2.605 €,Sí,Grup C,Joan López,Sí,2605,1964-10-13,61,2%,2657.1
Marta,Ferrer López,Espanya,Sevilla,19,7,1969,,2.423 €,No,Grup C,Marta Ferrer López,Sí,2423,1969-07-19,56,2%,2471.46
Clara,Martínez,Espanya,Sevilla,4,7,2001,Dona,2.526 €,Sí,Grup C,Clara Martínez,Sí,2526,2001-07-04,24,2%,2576.52
Clara,Ferrer,Espanya,Sevilla,21,12,1999,Altres,2.393 €,Sí,Grup C,Clara Ferrer,Sí,2393,1999-12-21,25,2%,2440.86
Eva,Martínez,Espanya,Sevilla,18,3,1986,Dona,1.800 €,No,Grup C,Eva Martínez,Sí,1800,1986-03-18,39,2%,1836.0
Arnau,Sánchez,Espanya,Sevilla,13,11,1967,Home,2.069 €,No,Grup C,Arnau Sánchez,Sí,2069,1967-11-13,57,2%,2110.38
Carla,Ferrer,Espanya,Sevilla,11,9,1955,Dona,2.060 €,Sí,Grup C,Carla Ferrer,Sí,2060,1955-09-11,70,2%,2101.2
Arnau,Martínez,Espanya,Sevilla,3,6,1962,Home,1.844 €,Sí,Grup C,Arnau Martínez,Sí,1844,1962-06-03,63,2%,1880.88
Carla,Sánchez,Espanya,Sevilla,2,1,1952,Dona,1.786 €,No,Grup C,Carla Sánchez,Sí,1786,1952-01-02,73,2%,1821.72
Eva,Romero Romero,Espanya,Sevilla,26,2,1954,Dona,1.732 €,No,Grup C,Eva Romero Romero,Sí,1732,1954-02-26,71,2%,1766.64
Joan,Martínez Romero,Espanya,Sevilla,20,4,1994,,1.835 €,No,Grup C,Joan Martínez Romero,Sí,1835,1994-04-20,31,2%,1871.7
Anna,Ferrer,Espanya,Sevilla,25,5,2000,Dona,2.164 €,No,Grup C,Anna Ferrer,Sí,2164,2000-05-25,25,2%,2207.28
Oriol,Sánchez,Espanya,Sevilla,27,2,1958,Home,2.539 €,No,Grup C,Oriol Sánchez,Sí,2539,1958-02-27,67,2%,2589.78
Joan,Romero,Espanya,Sevilla,10,11,1952,Home,1.904 €,No,Grup C,Joan Romero,Sí,1904,1952-11-10,72,2%,1942.08
Jordi,García,Espanya,Sevilla,13,6,1987,Home,2.730 €,Sí,Grup C,Jordi García,Sí,2730,1987-06-13,38,2%,2784.6
Joan,Martínez,Espanya,Sevilla,26,5,1976,Home,2.817 €,No,Grup C,Joan Martínez,Sí,2817,1976-05-26,49,2%,2873.34
Marta,Martínez Romero,Espanya,Sevilla,7,9,1955,Dona,1.962 €,No,Grup C,Marta Martínez Romero,Sí,1962,1955-09-07,70,2%,2001.24
Pau,Sánchez,Espanya,Sevilla,20,10,1953,Home,2.765 €,No,Grup C,Pau Sánchez,Sí,2765,1953-10-20,72,2%,2820.3
Eva,Romero,Espanya,Sevilla,16,11,1964,,1.960 €,No,Grup C,Eva Romero,Sí,1960,1964-11-16,60,2%,1999.2
Oriol,Romero Romero,Espanya,Sevilla,11,7,1964,Altres,1.950 €,No,Grup C,Oriol Romero Romero,Sí,1950,1964-07-11,61,2%,1989.0
Núria,Sánchez Romero,Espanya,Sevilla,9,1,1974,Dona,1.901 €,No,Grup C,Núria Sánchez Romero,Sí,1901,1974-01-09,51,2%,1939.02
Jordi,Castells,Espanya,Sevilla,14,12,1986,Altres,2.259 €,Sí,Grup C,Jordi Castells,Sí,2259,1986-12-14,38,2%,2304.18
Marc,Sánchez García,Espanya,Sevilla,4,3,1974,Altres,1.611 €,Sí,Grup C,Marc Sánchez García,Sí,1611,1974-03-04,51,2%,1643.22
Laia,Romero López,Espanya,Sevilla,23,6,2005,Dona,2.360 €,No,Grup C,Laia Romero López,Sí,2360,2005-06-23,20,2%,2407.2
Toni,Martínez,Espanya,València,12,9,1992,Home,2.549 €,Sí,Grup C,Toni Martínez,Sí,2549,1992-09-12,33,2%,2599.98
Pau,López Martínez,Espanya,València,1,1,1988,Home,2.805 €,No,Grup C,Pau López Martínez,Sí,2805,1988-01-01,37,2%,2861.1
Marta,Romero,Espanya,València,3,12,1958,Dona,1.532 €,No,Grup C,Marta Romero,Sí,1532,1958-12-03,66,2%,1562.64
Clara,Castells Castells,Espanya,València,15,8,1962,Dona,2.326 €,Sí,Grup C,Clara Castells Castells,Sí,2326,1962-08-15,63,2%,2372.52
Marc,García Ferrer,Espanya,València,21,5,1968,Home,2.143 €,Sí,Grup C,Marc García Ferrer,Sí,2143,1968-05-21,57,2%,2185.86
Carla,Sánchez Romero,Espanya,València,17,10,1959,Dona,2.405 €,Sí,Grup C,Carla Sánchez Romero,Sí,2405,1959-10-17,66,2%,2453.1
Jordi,García García,Espanya,València,18,6,1967,Home,2.391 €,Sí,Grup C,Jordi García García,Sí,2391,1967-06-18,58,2%,2438.82
Marc,Romero Ferrer,Espanya,València,22,9,1993,Home,1.743 €,Sí,Grup C,Marc Romero Ferrer,Sí,1743,1993-09-22,32,2%,1777.86
Laia,Romero Martínez,Espanya,València,18,7,1963,Altres,2.049 €,No,Grup C,Laia Romero Martínez,Sí,2049,1963-07-18,62,2%,2089.98
Carla,Ferrer García,Espanya,València,25,2,1970,Dona,2.514 €,No,Grup C,Carla Ferrer García,Sí,2514,1970-02-25,55,2%,2564.28
Pau,García,Espanya,València,1,3,2000,Home,2.390 €,No,Grup C,Pau García,Sí,2390,2000-03-01,25,2%,2437.8
Marta,López,Espanya,València,4,11,1971,Dona,2.351 €,Sí,Grup C,Marta López,Sí,2351,1971-11-04,53,2%,2398.02
Toni,Martínez,Espanya,València,13,7,1978,Home,1.928 €,Sí,Grup C,Toni Martínez,Sí,1928,1978-07-13,47,2%,1966.56
Carla,López López,Espanya,València,9,10,1970,Dona,2.201 €,No,Grup C,Carla López López,Sí,2201,1970-10-09,55,2%,2245.02
Jordi,Romero,Espanya,València,1,1,1973,Home,2.306 €,No,Grup C,Jordi Romero,Sí,2306,1973-01-01,52,2%,2352.12
Marc,García Castells,Espanya,València,20,12,1983,Home,2.912 €,Sí,Grup C,Marc García Castells,Sí,2912,1983-12-20,41,2%,2970.24
Laia,Sánchez,Espanya,València,17,7,1967,Dona,2.255 €,No,Grup C,Laia Sánchez,Sí,2255,1967-07-17,58,2%,2300.1
Élise,Dubois,França,Lió,4,12,1950,Dona,1.870 €,No,Grup C,Élise Dubois,No,1870,1950-12-04,74,2%,1907.4
Camille,Girard Lefevre,França,Marsella,7,12,2003,Dona,2.447 €,Sí,Grup C,Camille Girard Lefevre,No,2447,2003-12-07,21,2%,2495.94
Élise,Lefevre,França,París,7,11,1972,Dona,1.696 €,Sí,Grup C,Élise Lefevre,No,1696,1972-11-07,52,2%,1729.92
Élise,Moreau,França,París,9,10,1959,Dona,2.107 €,Sí,Grup C,Élise Moreau,No,2107,1959-10-09,66,2%,2149.14
Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,7,5,1980,Dona,2.356 €,No,Grup C,Gabriela Ramírez González,No,2356,1980-05-07,45,2%,2403.12
Andrés,Hernández Hernández,Mèxic,Ciutat de Mèxic,11,12,1983,Home,2.172 €,No,Grup C,Andrés Hernández Hernández,No,2172,1983-12-11,41,2%,2215.44
José,Ramírez Hernández,Mèxic,Guadalajara,11,6,1966,Home,1.929 €,No,Grup C,José Ramírez Hernández,No,1929,1966-06-11,59,2%,1967.58
María,Cruz,Mèxic,Guadalajara,27,1,1963,Dona,2.413 €,No,Grup C,María Cruz,No,2413,1963-01-27,62,2%,2461.26
Luisa,Ramírez,Mèxic,Guadalajara,8,6,1984,Dona,1.860 €,No,Grup C,Luisa Ramírez,No,1860,1984-06-08,41,2%,1897.2
Camila,Hernández,Mèxic,Guadalajara,26,9,1978,Dona,2.295 €,Sí,Grup C,Camila Hernández,No,2295,1978-09-26,47,2%,2340.9
Camila,Cruz Ramírez,Mèxic,Guadalajara,4,10,1994,Dona,1.824 €,Sí,Grup C,Camila Cruz Ramírez,No,1824,1994-10-04,31,2%,1860.48
Miguel,Oliveira Pereira,Portugal,Lisboa,19,9,1978,Home,2.249 €,No,Grup C,Miguel Oliveira Pereira,No,2249,1978-09-19,47,2%,2293.98
Inês,Silva,Portugal,Lisboa,28,2,1980,Dona,1.558 €,Sí,Grup C,Inês Silva,No,1558,1980-02-28,45,2%,1589.16
Rui,Oliveira,Portugal,Lisboa,9,3,1951,Home,1.894 €,No,Grup C,Rui Oliveira,No,1894,1951-03-09,74,2%,1931.88
Maria,Silva,Portugal,Porto,14,12,1991,Altres,2.458 €,No,Grup C,Maria Silva,No,2458,1991-12-14,33,2%,2507.16
Sophie,Brown,Regne Unit,Londres,12,5,1956,Dona,1.532 €,No,Grup C,Sophie Brown,No,1532,1956-05-12,69,2%,1562.64
Olivia,Jones Brown,Regne Unit,Londres,20,1,1965,Altres,2.460 €,Sí,Grup C,Olivia Jones Brown,No,2460,1965-01-20,60,2%,2509.2
Isla,Brown Jones,Regne Unit,Londres,5,3,1954,Altres,2.280 €,Sí,Grup C,Isla Brown Jones,No,2280,1954-03-05,71,2%,2325.6
Isla,Smith Brown,Regne Unit,Londres,24,9,1991,Dona,2.169 €,Sí,Grup C,Isla Smith Brown,No,2169,1991-09-24,34,2%,2212.38
Sophie,Brown,Regne Unit,Londres,17,5,1983,Dona,2.189 €,Sí,Grup C,Sophie Brown,No,2189,1983-05-17,42,2%,2232.78
